id,address,lat,lon,damage_str,structure_type,target
4452028006,5012 CARBON BEACH TERRACE MALIBU CA 90265,34.04125183,-118.66304758,No Damage,Single Residence,0.0
5829006009,3242 LINCOLN AVE ALTADENA CA 91001,34.2013052,-118.15809917,Destroyed (>50%),Single Residence,1.0
4448019032,,34.07192519,-118.61009534,No Damage,Single Residence,0.0
5832003028,227 W LAS FLORES DR ALTADENA CA 91001,34.20096331,-118.14934673,Destroyed (>50%),Single Residence,1.0
5841001021,3059 LAKE AVE ALTADENA CA 91001,34.19845322,-118.13134722,Destroyed (>50%),Single Residence,1.0
4451023042,21461 PACIFIC COAST HWY MALIBU CA 90265,34.03848176,-118.642263,Destroyed (>50%),Single Residence,1.0
4420021011,1221 BIENVENEDA AVE LOS ANGELES CA 90272,34.05704992,-118.54209835,Destroyed (>50%),Single Residence,1.0
4416019026,752 PASEO MIRAMAR LOS ANGELES CA 90272,34.04806637,-118.55726814,No Damage,Single Residence,0.0
4431041055,16652 CALLE BRITTANY LOS ANGELES CA 90272,34.07444459,-118.54869075,No Damage,Single Residence,0.0
5761004012,711 SIERRA MEADOWS DR SIERRA MADRE CA 91024,34.17511859,-118.05870302,Affected (1-9%),Single Residence,0.0
5833013014,190 MARATHON RD ALTADENA CA 91001,34.19881478,-118.14111606,Destroyed (>50%),Single Residence,1.0
4415006015,16726 BOLLINGER DR LOS ANGELES CA 90272,34.04698525,-118.54436214,Destroyed (>50%),Single Residence,1.0
5847006002,1274 E MENDOCINO ST ALTADENA CA 91001,34.18533479,-118.12442854,Destroyed (>50%),Single Residence,1.0
5831014004,3474 MCNALLY AVE ALTADENA CA 91001,34.20370851,-118.14167156,Destroyed (>50%),Single Residence,1.0
5832020008,29 SILVER SPRUCE LN ALTADENA CA 91001,34.20024009,-118.14553805,Destroyed (>50%),Single Residence,1.0
5862014300,,34.21168935,-118.14665055,Major (26-50%),Infrastructure,1.0
5751021012,2615 DOVE CREEK LN NO A PASADENA CA 91107,34.1734687,-118.09645234,Destroyed (>50%),Multiple Residence,1.0
4420034002,1456 FLORESTA PL LOS ANGELES CA 90272,34.06290595,-118.54714587,Minor (10-25%),Single Residence,0.0
5829026041,820 W ALTADENA DR ALTADENA CA 91001,34.19908154,-118.16351836,No Damage,Single Residence,0.0
5840022038,341 E CALAVERAS ST ALTADENA CA 91001,34.18782281,-118.14253795,Destroyed (>50%),Single Residence,1.0
4443003017,18450 COASTLINE DR W MALIBU CA 90265,34.04093308,-118.57683441,Destroyed (>50%),Single Residence,1.0
5847028003,1586 MORADA PL ALTADENA CA 91001,34.17924193,-118.1178556,Destroyed (>50%),Single Residence,1.0
4420023005,1186 LACHMAN LN LOS ANGELES CA 90272,34.05723289,-118.54602473,Destroyed (>50%),Single Residence,1.0
5853020022,1404 COOLIDGE AVE PASADENA CA 91104,34.17037926,-118.10025048,No Damage,Single Residence,0.0
4423001034,1155 MONUMENT ST LOS ANGELES CA 90272,34.05035947,-118.52532086,Destroyed (>50%),Single Residence,1.0
4450020026,20753 COOL OAK WAY MALIBU CA 90265,34.04228725,-118.62369717,No Damage,Single Residence,0.0
5763006008,780 IDLEHOUR LN SIERRA MADRE CA 91024,34.17388566,-118.04452678,No Damage,Single Residence,0.0
4448019030,1875 TUNA CANYON RD TOPANGA CA 90290,34.07276108,-118.60843751,No Damage,Single Residence,0.0
5751020012,2947 BRADLEY ST PASADENA CA 91107,34.16838821,-118.08887797,Affected (1-9%),Nonresidential Commercial,0.0
5759034011,1645 CARRIAGE HOUSE RD PASADENA CA 91107,34.17488651,-118.07036982,Affected (1-9%),Single Residence,0.0
5842001010,2896 LAKE AVE ALTADENA CA 91001,34.19535046,-118.13084216,No Damage,Single Residence,0.0
5842002030,993 DOLORES DR ALTADENA CA 91001,34.1953674,-118.12951466,Destroyed (>50%),Single Residence,1.0
4412018011,580 VIA DE LA PAZ LOS ANGELES CA 90272,34.04007012,-118.52849511,Destroyed (>50%),Single Residence,1.0
5833021016,306 E LAS FLORES DR ALTADENA CA 91001,34.19703114,-118.13927276,Destroyed (>50%),Single Residence,1.0
5846014008,1441 LA SOLANA DR ALTADENA CA 91001,34.1871859,-118.12092104,No Damage,Single Residence,0.0
5838020001,1865 N EL MOLINO AVE PASADENA CA 91104,34.17787107,-118.13746166,No Damage,Single Residence,0.0
5829033001,614 W MENDOCINO ST ALTADENA CA 91001,34.19479663,-118.16093177,No Damage,Single Residence,0.0
4431042028,16799 CALLE DE MARISA LOS ANGELES CA 90272,34.07638196,-118.55110286,Minor (10-25%),Single Residence,0.0
5751013006,1040 N VINEDO AVE PASADENA CA 91107,34.16414496,-118.0947134,No Damage,Single Residence,0.0
4453014025,,34.05268003,-118.64954152,Destroyed (>50%),Utility or Miscellaneous Structure > 120 sqft,1.0
4422022055,15515 W SUNSET BLVD APT 0203 LOS ANGELES CA 90272,34.04898299,-118.52780184,Destroyed (>50%),Multiple Residence,1.0
4451009023,22002 CARBON MESA RD MALIBU CA 90265,34.04196381,-118.65424608,Destroyed (>50%),Single Residence,1.0
5764036018,599 CAMILLO RD SIERRA MADRE CA 91024,34.17166189,-118.03973449,No Damage,Single Residence,0.0
5835021045,2304 EL SERENO AVE ALTADENA CA 91001,34.1853729,-118.15201395,No Damage,Single Residence,0.0
4490016024,3921 MANDEVILLE CANYON RD LOS ANGELES CA 90049,34.12221432,-118.50710681,No Damage,Single Residence,0.0
4411024034,14927 ALTATA DR LOS ANGELES CA 90272,34.03158456,-118.52059953,No Damage,Single Residence,0.0
4449002044,,34.03905726,-118.5886366,No Damage,Single Residence,0.0
5832018017,90 W LAS FLORES DR ALTADENA CA 91001,34.1995075,-118.14717601,Destroyed (>50%),Single Residence,1.0
5843018007,1249 SUNNY OAKS CIR ALTADENA CA 91001,34.19687414,-118.12189442,Affected (1-9%),Single Residence,0.0
5847034001,2128 SINALOA AVE ALTADENA CA 91001,34.18258129,-118.11532911,No Damage,Single Residence,0.0
5828009902,2659 LINCOLN AVE ALTADENA CA 91001,34.19133912,-118.15900183,No Damage,Infrastructure,0.0
5832008010,3176 OLIVE AVE ALTADENA CA 91001,34.19937468,-118.1523331,Destroyed (>50%),Single Residence,1.0
4450007043,20732 PACIFIC COAST HWY MALIBU CA 90265,34.03724628,-118.62608711,No Damage,Single Residence,0.0
4451017030,21663 PACIFIC COAST HWY MALIBU CA 90265,34.03882196,-118.64696218,No Damage,Single Residence,0.0
5847003014,2183 MAR VISTA AVE ALTADENA CA 91001,34.18333555,-118.12770977,No Damage,Single Residence,0.0
4415011005,16829 BOLLINGER DR LOS ANGELES CA 90272,34.04488976,-118.54631455,No Damage,Single Residence,0.0
5857015013,2452 N ALTADENA DR ALTADENA CA 91001,34.18634503,-118.10417035,No Damage,Single Residence,0.0
4420003017,15976 ALCIMA AVE LOS ANGELES CA 90272,34.05079077,-118.53460736,No Damage,Single Residence,0.0
5835011011,2562 LA FIESTA AVE ALTADENA CA 91001,34.18945854,-118.15070982,Destroyed (>50%),Single Residence,1.0
4431039001,16751 VIA PACIFICA LOS ANGELES CA 90272,34.07723113,-118.54875396,Destroyed (>50%),Single Residence,1.0
5840002007,2592 CATHERINE RD ALTADENA CA 91001,34.18909674,-118.13424517,No Damage,Single Residence,0.0
4431010237,1482 PALISADES DR LOS ANGELES CA 90272,34.07486673,-118.5639672,No Damage,Multiple Residence,0.0
4450008034,20816 PACIFIC COAST HWY MALIBU CA 90265,34.03701489,-118.62789738,Destroyed (>50%),Single Residence,1.0
4443011010,18168 KINGSPORT DR MALIBU CA 90265,34.04449917,-118.57185092,Destroyed (>50%),Single Residence,1.0
5843002015,471 E LOMA ALTA DR ALTADENA CA 91001,34.20527432,-118.13353315,Destroyed (>50%),Single Residence,1.0
4413011017,15944 TEMECULA ST LOS ANGELES CA 90272,34.04459871,-118.53543267,No Damage,Single Residence,0.0
5829016057,399 W ALTADENA DR ALTADENA CA 91001,34.19724031,-118.15500863,Destroyed (>50%),Single Residence,1.0
5827014022,2365 GRANDEUR AVE ALTADENA CA 91001,34.18633388,-118.15709778,No Damage,Single Residence,0.0
5841015037,691 E PALM ST ALTADENA CA 91001,34.19295714,-118.13269413,Minor (10-25%),Single Residence,0.0
4451018014,3936 RAMBLA ORIENTA ST MALIBU CA 90265,34.03966202,-118.64161719,Destroyed (>50%),Single Residence,1.0
5829041003,2733 GLENROSE AVE ALTADENA CA 91001,34.19189687,-118.15275158,Destroyed (>50%),Single Residence,1.0
4450019034,20556 LITTLE ROCK WAY MALIBU CA 90265,34.04186893,-118.62023894,No Damage,Single Residence,0.0
4451012028,22035 CARBON MESA RD MALIBU CA 90265,34.04356162,-118.65428555,Destroyed (>50%),,1.0
5761009024,602 N MICHILLINDA AVE SIERRA MADRE CA 91024,34.17246497,-118.06784281,No Damage,Single Residence,0.0
4423023031,906 CHAUTAUQUA BLVD LOS ANGELES CA 90272,34.04650529,-118.51596041,Destroyed (>50%),Single Residence,1.0
4419013016,16518 CHATTANOOGA PL LOS ANGELES CA 90272,34.04915827,-118.54156863,Destroyed (>50%),Single Residence,1.0
5830014081,717 W OWEN CT ALTADENA CA 91001,34.20657639,-118.15775972,Destroyed (>50%),Single Residence,1.0
5751021023,2606 DOVE CREEK LN A PASADENA CA 91107,34.1734687,-118.09645234,Destroyed (>50%),Multiple Residence,1.0
5840002010,2591 MADISON AVE ALTADENA CA 91001,34.18895294,-118.1339003,Minor (10-25%),Multiple Residence,0.0
5845029014,1955 LAKE AVE ALTADENA CA 91001,34.17930281,-118.13216082,No Damage,Nonresidential Commercial,0.0
4422009018,14619 BESTOR BLVD LOS ANGELES CA 90272,34.05165962,-118.51894188,Destroyed (>50%),Single Residence,1.0
4411009002,771 OCAMPO DR LOS ANGELES CA 90272,34.04208623,-118.52253972,Destroyed (>50%),Single Residence,1.0
5854010032,1801 N ALTADENA DR ALTADENA CA 91001,34.17685891,-118.09938094,No Damage,Single Residence,0.0
5825001042,365 LAUN ST ALTADENA CA 91001,34.18207392,-118.15847236,No Damage,Single Residence,0.0
5845026012,772 MORADA PL ALTADENA CA 91001,34.18118728,-118.13456856,No Damage,Single Residence,0.0
4409003022,14209 W SUNSET BLVD LOS ANGELES CA 90272,34.05200895,-118.50908716,No Damage,Single Residence,0.0
5839004012,479 COLMAN ST ALTADENA CA 91001,34.18561235,-118.14014085,No Damage,Single Residence,0.0
5847002002,2042 MAIDEN LN ALTADENA CA 91001,34.18090358,-118.12824431,Destroyed (>50%),Single Residence,1.0
5833003015,247 WAPELLO ST ALTADENA CA 91001,34.20162016,-118.13837111,Destroyed (>50%),Single Residence,1.0
5763010039,314 OLD RANCH RD SIERRA MADRE CA 91024,34.17051959,-118.04650523,No Damage,Single Residence,0.0
5841025001,2812 SANTA ANITA AVE ALTADENA CA 91001,34.19315893,-118.1370063,Destroyed (>50%),Single Residence,1.0
5828018022,347 MOUNTAIN VIEW ST ALTADENA CA 91001,34.18950046,-118.15753919,Destroyed (>50%),Single Residence,1.0
5832005007,3205 GLENROSE AVE ALTADENA CA 91001,34.20022972,-118.14884126,No Damage,Infrastructure,0.0
5835002045,111 W MANOR ST ALTADENA CA 91001,34.19381768,-118.15023151,Destroyed (>50%),Single Residence,1.0
4416007025,500 PASEO MIRAMAR LOS ANGELES CA 90272,34.04594519,-118.55632935,Destroyed (>50%),Single Residence,1.0
4412021029,430 VIA DE LA PAZ LOS ANGELES CA 90272,34.0379667,-118.52902022,Destroyed (>50%),Single Residence,1.0
4414002001,16070 NORTHFIELD ST LOS ANGELES CA 90272,34.04688084,-118.53655462,Destroyed (>50%),Single Residence,1.0
5857022060,2211 N ALTADENA DR ALTADENA CA 91001,34.18345931,-118.10089714,No Damage,Single Residence,0.0
4420008020,1261 LAS LOMAS AVE LOS ANGELES CA 90272,34.05452283,-118.53712407,Destroyed (>50%),Single Residence,1.0
4423004031,1111 GALLOWAY ST LOS ANGELES CA 90272,34.04955712,-118.52191773,Destroyed (>50%),Single Residence,1.0
5835009029,75 W CALAVERAS ST ALTADENA CA 91001,34.19011495,-118.15121753,No Damage,Single Residence,0.0
4431039024,16738 VIA LA COSTA LOS ANGELES CA 90272,34.07664308,-118.54770371,Destroyed (>50%),Single Residence,1.0
5847010003,1300 MEADOWBROOK RD ALTADENA CA 91001,34.18256052,-118.12379607,Affected (1-9%),Single Residence,0.0
4410015020,503 W RUSTIC RD LOS ANGELES CA 90402,34.03393315,-118.51829149,No Damage,Single Residence,0.0
4413012007,15925 TEMECULA ST LOS ANGELES CA 90272,34.04470901,-118.5346546,Destroyed (>50%),Single Residence,1.0
5857010005,1971 SKYVIEW DR ALTADENA CA 91001,34.19153198,-118.11072877,No Damage,Single Residence,0.0
4423011002,1006 HARTZELL ST LOS ANGELES CA 90272,34.04780084,-118.51988483,Destroyed (>50%),Single Residence,1.0
5830007011,3380 FLORECITA DR PASADENA CA 91001,34.20333688,-118.16282978,No Damage,Single Residence,0.0
5828019016,275 MOUNTAIN VIEW ST ALTADENA CA 91001,34.18906588,-118.15617104,Destroyed (>50%),Single Residence,1.0
5743006006,2470 GALBRETH RD PASADENA CA 91104,34.16776545,-118.09953048,No Damage,Single Residence,0.0
5842016025,932 E MOUNT CURVE AVE ALTADENA CA 91001,34.20074889,-118.13010922,Destroyed (>50%),Single Residence,1.0
5828004015,267 W CALAVERAS ST ALTADENA CA 91001,34.19131288,-118.15500188,Destroyed (>50%),Single Residence,1.0
4423019025,923 GALLOWAY ST LOS ANGELES CA 90272,34.0461923,-118.5211748,Destroyed (>50%),Single Residence,1.0
4419006030,815 LACHMAN LN LOS ANGELES CA 90272,34.05034908,-118.54568833,Destroyed (>50%),Single Residence,1.0
4420030015,1342 CHARMEL PL LOS ANGELES CA 90272,34.06171872,-118.55055682,No Damage,Single Residence,0.0
4423022012,957 KAGAWA ST LOS ANGELES CA 90272,34.047624,-118.51836908,Destroyed (>50%),Single Residence,1.0
4413001023,785 ALMAR AVE LOS ANGELES CA 90272,34.04824979,-118.53454163,No Damage,Single Residence,0.0
4443009042,18103 COASTLINE DR MALIBU CA 90265,34.04339354,-118.56984201,No Damage,Multiple Residence,0.0
5845020004,2340 EL MOLINO AVE ALTADENA CA 91001,34.18543111,-118.1336191,Destroyed (>50%),Single Residence,1.0
4415007011,16742 EDGAR ST LOS ANGELES CA 90272,34.04694586,-118.54505247,Destroyed (>50%),Single Residence,1.0
4450017012,20782 ROCKPOINT WAY MALIBU CA 90265,34.03941968,-118.62479111,No Damage,Single Residence,0.0
4420016010,1200 EL HITO CIR LOS ANGELES CA 90272,34.05677328,-118.54084857,No Damage,Single Residence,0.0
5840006002,404 E ALTADENA DR ALTADENA CA 91001,34.1916451,-118.13963367,Destroyed (>50%),Single Residence,1.0
5853021022,1390 VALENCIA AVE PASADENA CA 91104,34.17011092,-118.0991305,No Damage,Single Residence,0.0
4412005034,15515 BOWDOIN ST LOS ANGELES CA 90272,34.04515562,-118.52917828,Destroyed (>50%),Single Residence,1.0
4412021019,400 VIA DE LA PAZ LOS ANGELES CA 90272,34.03711305,-118.52923336,Destroyed (>50%),Single Residence,1.0
4443021017,428 SURFVIEW DR LOS ANGELES CA 90272,34.04831315,-118.56631046,No Damage,Single Residence,0.0
5759028008,3835 DENAIR ST PASADENA CA 91107,34.17142556,-118.06959694,No Damage,Single Residence,0.0
5831012028,3688 FAIR OAKS AVE ALTADENA CA 91001,34.20744942,-118.14091063,Destroyed (>50%),Single Residence,1.0
4449003072,,34.03942382,-118.59063181,Destroyed (>50%),Single Residence,1.0
5828009016,532 W HARRIET ST ALTADENA CA 91001,34.19336214,-118.1599394,No Damage,Single Residence,0.0
5843001018,581 DEVONWOOD RD ALTADENA CA 91001,34.20617748,-118.13266598,Destroyed (>50%),Single Residence,1.0
4415001003,16520 W SUNSET BLVD LOS ANGELES CA 90272,34.04805647,-118.54229928,Destroyed (>50%),Multiple Residence,1.0
4423030009,750 ILIFF ST LOS ANGELES CA 90272,34.0428889,-118.51779316,Affected (1-9%),Single Residence,0.0
4451016016,21535 DEERPATH LN MALIBU CA 90265,34.04334049,-118.64282128,Destroyed (>50%),Single Residence,1.0
4452003058,22548 PACIFIC COAST HWY UNIT  27 MALIBU CA 90265,34.03908752,-118.66619969,No Damage,Multiple Residence,0.0
4413007009,438 ALMAR AVE LOS ANGELES CA 90272,34.04086336,-118.53824591,Destroyed (>50%),Single Residence,1.0
5761009007,645 EDGEVIEW DR SIERRA MADRE CA 91024,34.1717714,-118.06588121,Affected (1-9%),Single Residence,0.0
5832009019,303 W ALTADENA DR ALTADENA CA 91001,34.19670025,-118.15321223,Destroyed (>50%),Single Residence,1.0
5831018021,3636 SKYLANE DR ALTADENA CA 91001,34.20695727,-118.13710278,Destroyed (>50%),Single Residence,1.0
4414004002,567 TAHQUITZ PL LOS ANGELES CA 90272,34.04428179,-118.53796673,Destroyed (>50%),Single Residence,1.0
5825005042,266 LAUN ST ALTADENA CA 91001,34.18157589,-118.15637547,No Damage,Single Residence,0.0
4453009002,21877 AZURELEE DR MALIBU CA 90265,34.05266324,-118.64679126,Destroyed (>50%),Single Residence,1.0
4419016025,17065 BOLLINGER DR LOS ANGELES CA 90272,34.04279865,-118.55080403,Destroyed (>50%),Single Residence,1.0
5751014019,1025 N VINEDO AVE PASADENA CA 91107,34.16386077,-118.0953472,Destroyed (>50%),Single Residence,1.0
5831016018,277 E LOMA ALTA DR ALTADENA CA 91001,34.20390512,-118.13758709,Destroyed (>50%),Single Residence,1.0
4449004061,,34.03965589,-118.59318347,Destroyed (>50%),Single Residence,1.0
4423011014,1051 ILIFF ST LOS ANGELES CA 90272,34.04912211,-118.51974036,Destroyed (>50%),Single Residence,1.0
5831017024,238 TAOS RD ALTADENA CA 91001,34.20701682,-118.139502,Destroyed (>50%),Single Residence,1.0
5843007004,1024 ALPINE VILLA DR ALTADENA CA 91001,34.20231413,-118.12844247,Destroyed (>50%),Single Residence,1.0
4414017015,523 BIENVENEDA AVE LOS ANGELES CA 90272,34.04504742,-118.54092323,Destroyed (>50%),Single Residence,1.0
4419007029,800 JACON WAY LOS ANGELES CA 90272,34.05104324,-118.54637768,Destroyed (>50%),Single Residence,1.0
5842004010,983 ATHENS ST ALTADENA CA 91001,34.19753661,-118.12941641,Destroyed (>50%),Single Residence,1.0
4419013022,16560 CHATTANOOGA PL LOS ANGELES CA 90272,34.0488723,-118.54263874,Destroyed (>50%),Single Residence,1.0
5833014015,3101 MARENGO AVE ALTADENA CA 91001,34.19757413,-118.13811171,Destroyed (>50%),Single Residence,1.0
5832004005,264 W LAS FLORES DR ALTADENA CA 91001,34.20073098,-118.15028771,Destroyed (>50%),Single Residence,1.0
4431010157,17094 PALISADES CIR LOS ANGELES CA 90272,34.07509167,-118.56267347,No Damage,Multiple Residence,0.0
4443004036,3731 MALIBU VISTA DR MALIBU CA 90265,34.04412973,-118.57691533,Destroyed (>50%),Single Residence,1.0
5847026011,1641 MORADA PL ALTADENA CA 91001,34.17984221,-118.11662962,No Damage,Single Residence,0.0
5835038030,2697 MCNALLY AVE ALTADENA CA 91001,34.19148066,-118.14782889,Destroyed (>50%),Single Residence,1.0
4420014028,16501 AKRON ST LOS ANGELES CA 90272,34.05174187,-118.54187657,No Damage,Single Residence,0.0
4443015025,3530 SHOREHEIGHTS DR MALIBU CA 90265,34.04693905,-118.57257945,Destroyed (>50%),Single Residence,1.0
4411018015,432 OCAMPO DR LOS ANGELES CA 90272,34.03627073,-118.52131908,No Damage,Single Residence,0.0
5840019011,636 E MENDOCINO ST ALTADENA CA 91001,34.18698133,-118.13654146,No Damage,Single Residence,0.0
4431020005,17731 CALLE DE PALERMO LOS ANGELES CA 90272,34.08005783,-118.57264013,No Damage,Single Residence,0.0
4412021010,15248 EARLHAM ST LOS ANGELES CA 90272,34.0373165,-118.5267689,Destroyed (>50%),Single Residence,1.0
5846007008,2518 GANESHA AVE ALTADENA CA 91001,34.18910942,-118.12543593,Destroyed (>50%),Single Residence,1.0
4431027046,2028 PALISADES DR LOS ANGELES CA 90272,34.07367694,-118.5535887,Affected (1-9%),Multiple Residence,0.0
4416026002,252 NOTTEARGENTA RD LOS ANGELES CA 90272,34.04426608,-118.56116339,No Damage,Single Residence,0.0
5847026002,2023 SINALOA AVE ALTADENA CA 91001,34.1807724,-118.11584491,No Damage,Single Residence,0.0
4420035024,16866 CHARMEL LN LOS ANGELES CA 90272,34.06358411,-118.55209059,Affected (1-9%),Single Residence,0.0
4431041057,16664 CALLE BRITTANY LOS ANGELES CA 90272,34.0747287,-118.54897128,No Damage,Single Residence,0.0
5833001043,3507 MARENGO AVE ALTADENA CA 91001,34.20363901,-118.13382545,Destroyed (>50%),Single Residence,1.0
5845019030,801 E MENDOCINO ST 5B ALTADENA CA 91001,34.18645797,-118.13301679,No Damage,Multiple Residence,0.0
4449003076,,34.0393288,-118.59024998,Destroyed (>50%),Single Residence,1.0
4415018079,17350 W SUNSET BLVD LOS ANGELES CA 90272,34.03969698,-118.55298564,Affected (1-9%),Multiple Residence,0.0
5831007007,3560 GLENROSE AVE ALTADENA CA 91001,34.20411491,-118.1452754,Destroyed (>50%),Single Residence,1.0
5847006019,1265 E CALAVERAS ST ALTADENA CA 91001,34.18474964,-118.12467273,No Damage,Single Residence,0.0
5840004016,2630 SAINT JAMES PL ALTADENA CA 91001,34.19029965,-118.13715579,Destroyed (>50%),Single Residence,1.0
4412004109,870 N HAVERFORD AVE 402 PACIFIC PALISADES 90272,34.0469006,-118.52815329,Affected (1-9%),Multiple Residence,0.0
4419003064,1031 ENCHANTED WY,34.05560624,-118.54953749,No Damage,Single Residence,0.0
5833013035,165 E LAS FLORES DR ALTADENA CA 91001,34.19854369,-118.14176837,Destroyed (>50%),Single Residence,1.0
4420025002,1046 ENCHANTED WAY LOS ANGELES CA 90272,34.05631127,-118.54908815,Destroyed (>50%),Single Residence,1.0
5846009015,1295 E MENDOCINO ST ALTADENA CA 91001,34.1860817,-118.12395578,No Damage,Single Residence,0.0
4412019011,15334 DE PAUW ST LOS ANGELES CA 90272,34.03971933,-118.527224,Destroyed (>50%),Single Residence,1.0
5835036014,2632 HIGHVIEW AVE ALTADENA CA 91001,34.18989162,-118.14653769,Destroyed (>50%),Single Residence,1.0
4420024021,1225 LACHMAN LN LOS ANGELES CA 90272,34.05814658,-118.54581338,Destroyed (>50%),Single Residence,1.0
5829006005,716 W LOMA ALTA DR ALTADENA CA 91001,34.20167124,-118.15826774,Destroyed (>50%),Single Residence,1.0
5831017012,225 TAOS RD ALTADENA CA 91001,34.2073969,-118.14029427,No Damage,Single Residence,0.0
4451022004,3863 RAMBLA PACIFICO MALIBU CA 90265,34.03851594,-118.63858171,Destroyed (>50%),Single Residence,1.0
5846018037,2383 ALLEN AVE ALTADENA CA 91001,34.18690602,-118.11194378,No Damage,Single Residence,0.0
4431010093,17173 PALISADES CIR LOS ANGELES CA 90272,34.076345,-118.56354984,No Damage,Multiple Residence,0.0
5843010012,3359 RUBIO CANYON RD ALTADENA CA 91001,34.20089212,-118.12239758,Affected (1-9%),Single Residence,0.0
5829016005,3109 OLIVE AVE ALTADENA CA 91001,34.19856289,-118.15361527,Destroyed (>50%),Single Residence,1.0
5836015011,2106 NAVARRO AVE ALTADENA CA 91001,34.18187783,-118.15320841,No Damage,Single Residence,0.0
5831012024,3648 FAIR OAKS AVE ALTADENA CA 91001,34.20677796,-118.14099536,Destroyed (>50%),Single Residence,1.0
4422009006,14635 WHITFIELD AVE LOS ANGELES CA 90272,34.05203173,-118.51961491,Destroyed (>50%),Single Residence,1.0
4451002019,21516 PACIFIC COAST HWY MALIBU CA 90265,34.03795941,-118.64333828,Destroyed (>50%),Single Residence,1.0
5835015028,42 MOUNTAIN VIEW ST ALTADENA CA 91001,34.18694278,-118.15192324,Destroyed (>50%),Single Residence,1.0
5835012010,173 MOUNTAIN VIEW ST ALTADENA CA 91001,34.18842302,-118.15422033,No Damage,Single Residence,0.0
5844005007,961 E POPPYFIELDS DR ALTADENA CA 91001,34.19406058,-118.12997774,Destroyed (>50%),Single Residence,1.0
5751009005,1148 N ALTADENA DR PASADENA CA 91107,34.1660198,-118.09796764,No Damage,Multiple Residence,0.0
4448011043,,34.06817484,-118.60118307,No Damage,Single Residence,0.0
5827019024,232 ACACIA ST ALTADENA CA 91001,34.18368269,-118.15569426,No Damage,Single Residence,0.0
5825001036,317 LAUN ST ALTADENA CA 91001,34.18208702,-118.15748165,No Damage,Single Residence,0.0
4449002042,18960 PACIFIC COAST HWY MALIBU CA 90265,34.03911899,-118.58896905,No Damage,Single Residence,0.0
4420014023,16511 AKRON ST LOS ANGELES CA 90272,34.05117443,-118.54204698,No Damage,Single Residence,0.0
5847023902,,34.1827739,-118.11952183,Destroyed (>50%),Nonresidential Commercial,1.0
5833016006,90 E LAS FLORES DR ALTADENA CA 91001,34.1983704,-118.14344153,Destroyed (>50%),Single Residence,1.0
4431036048,1504 PASEO DE ORO LOS ANGELES CA 90272,34.07453971,-118.55168741,Destroyed (>50%),Single Residence,1.0
4451014077,21547 RAMBLA VISTA MALIBU CA 90265,34.03993677,-118.64365237,Affected (1-9%),Single Residence,0.0
5833015044,10 E LAS FLORES DR ALTADENA CA 91001,34.19898926,-118.14502033,Destroyed (>50%),Single Residence,1.0
4411018028,464 CHAPALA DR LOS ANGELES CA 90272,34.03726067,-118.52143716,No Damage,Single Residence,0.0
4423005003,1110 GALLOWAY ST LOS ANGELES CA 90272,34.04964654,-118.52133326,Destroyed (>50%),Single Residence,1.0
5863025001,3769 N HOLLINGSWORTH RD ALTADENA CA 91001,34.20958957,-118.15724216,Destroyed (>50%),Single Residence,1.0
4451012035,22407 CARBON MESA RD MALIBU CA 90265,34.04358904,-118.6581353,Destroyed (>50%),Single Residence,1.0
5763006020,742 SKYLAND DR SIERRA MADRE CA 91024,34.17372612,-118.04544307,No Damage,Single Residence,0.0
4420024013,16676 CHARMEL LN LOS ANGELES CA 90272,34.05753277,-118.54720534,Destroyed (>50%),Single Residence,1.0
4443003001,3847 MALIBU VISTA DR MALIBU CA 90265,34.04223099,-118.5776209,No Damage,Single Residence,0.0
4423022023,901 KAGAWA ST LOS ANGELES CA 90272,34.04611722,-118.51803633,Destroyed (>50%),Single Residence,1.0
5763007009,661 CANYON CREST DR SIERRA MADRE CA 91024,34.17207293,-118.04516548,No Damage,Single Residence,0.0
5760032017,1637 HASTINGS HEIGHTS LN PASADENA CA 91107,34.17642439,-118.07677713,No Damage,Single Residence,0.0
4443022009,17960 SEABREEZE DR LOS ANGELES CA 90272,34.04560642,-118.56713487,No Damage,Single Residence,0.0
5833010010,3329 ALICIA AVE ALTADENA CA 91001,34.20129575,-118.14224712,Destroyed (>50%),Single Residence,1.0
5839029010,652 E SACRAMENTO ST ALTADENA CA 91001,34.18101765,-118.13713104,No Damage,Single Residence,0.0
4423020027,915 HARTZELL ST LOS ANGELES CA 90272,34.04613016,-118.52012013,Destroyed (>50%),Single Residence,1.0
4450031034,3570 LAS FLORES CANYON RD MALIBU CA 90265,34.04439342,-118.63732242,Destroyed (>50%),Single Residence,1.0
4431025064,1728 PALISADES DR LOS ANGELES CA 90272,34.07641225,-118.56191512,No Damage,Multiple Residence,0.0
4415005021,16772 BOLLINGER DR LOS ANGELES CA 90272,34.04529424,-118.54479654,Destroyed (>50%),Single Residence,1.0
5843004008,580 COCOPAN DR ALTADENA CA 91001,34.20453853,-118.13151334,Destroyed (>50%),Single Residence,1.0
5835020039,2188 NAVARRO AVE ALTADENA CA 91001,34.18329918,-118.15311045,No Damage,Single Residence,0.0
4416012031,17700 REVELLO DR LOS ANGELES CA 90272,34.0411977,-118.56116069,No Damage,Single Residence,0.0
4423002027,1131 EMBURY ST LOS ANGELES CA 90272,34.0497896,-118.52405017,Destroyed (>50%),Single Residence,1.0
